# ----------------------------------------
# Landing page: Landing page
# Account: Harpar Grace International
# Property: Revitalash GA4 (LIVE)
# ----------------------------------------
# 
# All Users
# Start date: 20240330
# End date: 20250330
Landing page,Session default channel group,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
/collections/serums,Paid Shopping,37,23,1,57.513513513513516,2,214,0.05405405405405406
/products/revitabrow®-advanced-eyebrow-conditioner,Email,37,28,19,86.37837837837837,6,474.8,0.16216216216216217
/collections/all-products/products/signature-travel-kit-lash,Organic Search,36,16,0,34.25,3,363.348919,0.08333333333333333
/pages/become-a-stockist,Direct,36,31,27,25.944444444444443,0,0,0
/products/best-of-lashes-kit,Paid Search,36,28,1,44,3,434,0.08333333333333333
/products/defining-liner-eyeliner,Referral,36,31,19,32.638888888888886,0,0,0
/products/ultimate-brow-collection-revitabrow®-advanced-summer-collection,Referral,36,28,8,72.69444444444444,5,727.103853,0.1388888888888889
/collections/all-products,Paid Shopping,35,28,2,131.9142857142857,7,848.42,0.2
/collections/all-products/products/lash-brow-set,Organic Search,35,18,0,21.457142857142856,2,349.901358,0.05714285714285714
/collections/gift-sets,Organic Search,35,26,14,35.285714285714285,1,166.5,0.02857142857142857
/pages/the-science,Paid Search,35,4,0,2.4857142857142858,1,59,0.02857142857142857
/products/most-coveted-collection-brow,Unassigned,35,29,22,37.371428571428574,3,336,0.08571428571428572
/products/thickening-shampoo,Organic Social,35,32,32,3.6,0,0,0
/collections/all-products/products/hi-def-brow-gel,Organic Search,34,5,1,23.11764705882353,1,124.2,0.029411764705882353
/collections/all-products/products/signature-travel-kit-lash,Paid Search,34,26,1,54,4,464.4,0.11764705882352941
/collections/all-products/products/volume-enhancing-foam,Direct,34,25,23,16.823529411764707,0,0,0
/collections/makeup,Organic Search,34,26,10,121.23529411764706,6,643.093277,0.17647058823529413
